2010,412119.3,30808
2011,487940.2,36302
2012,538580,39874
2013,592963.2,43684
2014,643563.1,47173
2015,688858.2,50237
2016,746395.1,54139
2017,832035.9,60014
2018,919281.1,66006
2019,986515.2,70581
2020,1015986.2,72447
